Tweet		Sarcasm
Had a lunch meeting with a BIG dutch company. They want to become the 'Rabobank' in Running. Any value PRO team available in our sport?		1
Just got invited to a party in Italy, no sweat, i'll just hop on my private jet and meet ya there		1
Aw it's so nice when your friends think your sciving		1
Nothing Better than being at court for 3 hrs		1
200 days until my birthday!		1
I'm thinking sweet garlic chicken with veggies for Ryan for dinner.. &amp; turkey meatballs for me. Since I eat so amazingly.		1
Okay so I didn't quite make it out the house still too poorly but I do feel more human! My holiday has really started well		1
Wow! Government shutdown really does have no effect.		1
Well, today is just peachy.		1
Yep, I really wanted to spend my entire morning at the health center...		1
Atleast when stuff like this happens I have people to count on		1
I'm definitely your best friend		1
Time to study.		1
Wish I could be you		1
3classes. 3 quizzes.. I love college.		1
I have pretty much all weirdos in my class		1
big shoutout to trent briskie for being the greatest, most helpful partner of all time!		1
yeyyyyy for working all dayyyyy...		1
got to love a bit of hockey		1
This year is gonna be funnnnnnn		1
I. Am. Soaked.		1
Oh October third. What a great day		1
Yeah cus I always like my ex's picture..		1
Ahhhh. XML - how I &lt;3 thee.		1
Not looking forward to being at south alllll day today.		1
Just chipped my tooth by sneezing...this is the start of a great day		1
I just love waking up early to write an essay I should have done last week		1
do not invite me to raves on Facebook		1
Miley quote-'I can just have fun &amp; not think about any kind of repercussion' ..well, at least shes realistic about how the world works!		1
LOVE walking home in the rain		1
If u didn't wanna take on the responsibility of being a parent then u shouldn't of even considered having children.		1
Fantasy football suggests I drop Jason witten for josh freeman seems like a legit idea		1
Pops is having surgery today, mom kicked me out via text message. All around good day I'd say		1
Just got home to find out I have my first orthodontic appointment		1
A boolean value is true or false.		1
Ahh my life just keeps getting better and better, huge crack across my whole phone. Life is good		1
There is an intense debate going on today about getting fighting between coaches out of the game, right? No place for it!!		1
Lets attempt to burn down the "house" with fiscal irresponsibility and gross overspending and then blame conservative		1
Man is SO much fun!		1
And they make u the bad one n say oh ive been a fool. Because u didnt obviously do anyting hurtfully wrong		1
Dear US Government, thank you for a wonderful birthday gift. My family really appreciates everything you do for America.		1
Went shopping today and bought all the wrong things!! So I'll have another trip tomorrow to change everything!		1
The Starbucks Spanish cutie gave me am extra size cup for the price of a grande.		1
My runners are so pretty		1
Off to a child protection course later. Oh this will be so much fun.		1
Someone left garbage in the elevator in the ag building		1
Well that was a productive study hall..		1
More tablets in my life!		1
When it decides to pour while your walking across campus ...		1
So pumped for this Browns/Bills game tonight! Thanks NFL Network!		1
Not good enough... What a shocker		1
Feeling nauseas at work tonight sure will be fun!		1
Power cuts are great craic		1
Homework my favourite part of the day		1
Late night studying		1
Holy family university, found my college		1
I love how my "friends" talk crap on me behind my back.		1
I love it when I'm so distracted by the paper I'm writing that I forget to go to class.		1
O it's suppose to rain? Ya my dad got me a rain suit! Cool		1
Fuck us she ever warm out		1
Double standards are truly great.		1
Keep throwing shit at me, this day isn't bad enough yet.		1
Phil with the thumbs up already		1
Thanks for being so helpful Shawnee State.		1
So disappointed I didn't Cupid shuffle with all six of the other people dancing 😂		1
I love when I walk outside and it smells like weed		1
3rd block is so productive		1
I've done so much today		1
Really pumped about adding medical insurance AND having to back pay for the plan on my next paycheck. Should be cute.		1
Emily has a great voice....		1
The smiles that exude from the faces of the Walmart consumer service staff rivals the staff at my local DMV.		1
I love it!		1
Gotta love going to math in uniform.		1
For those of you that go "mudding" you are probably out there tearing up someone's pasture/field or a back road somewhere. So good job		1
Watching people fist fight is hilarious.		1
Can't wait to go back to college next week		1
Again some characters on this show are on crack due to the "good" writing		1
It's really cute when a girls thong is hanging out of her pants		1
Love crying in lunch because I still mis him		1
You give us a worksheet then tell us you're not gonna collect it.. And you really think I'm still gonna do it....		1
my school just had an "active shooter drill". i heart america.		1
No, the concussion jokes aren't getting old.		1
Day just keeps getting better ....		1
Walking in the pouring rain....love it		1
You treat us like children		1
I apologize for the my story snap. Great idea snapchat..		1
Dead coyote in the shoulder and a dead cat in the middle of the road. A pleasant commute this morning.		1
Nice day at work in this weather		1
Olazabal really mixing up these pairings		1
I'm wearing pink sweat pants and a blue hoodie and my dad looked at me and said "no wonder everyone thinks your a fashion icon."		1
i love walking in the rain with my glasses on.		1
Si excited about My performance review tomorrow.		1
No practice? But I wanted to get better		1
Aye just about 4 or 5 essays to do...sure it will be great fun.		1
Gosh being a girl is great		1
Drivers training test today.		1
Football at 10 in the rain tonight WOHOOO 👋		1
About to try to sign up for classes order books//get things together. This all sounds like a lot of fun, doesn't it?		1
I love having lectures in Llanbadarn.		1
Rainy day and I'm sick with a parasite. Life is great.		1
Ahhh M56 traffic 🚙🚗🚕🚛🚙🚗🚕🚛		1
Goodie. Our authentication system is having a nerve storm. Students can't log in.		1
Another fire in this town... How surprising		1
Appraisals are all well and fun right ;)		1
embracing the natural look. i love my curly hair		1
Packing everything up to head home today...have an interview tomorrow then heading out to Roswell!!! One day I'll stop travelling...lol		1
I love when twitter doesn't tell me I have a message		1
Article in today's star "Japanese more likely to hurl themselves under trains after prolonged spells of rain" such a happy article		1
To the person blaring your music very loud, thank you. You have kept me from studying for a test.		1
Raccoon eyes are soooooooooooooo sexy.		1
Glasto coach tickets sold out in like 40 minutes... Looking forward to the mad rush on Sunday morning then!!		1
I love that you don't talk to me about anything.		1
Today we are touring the Library.... WOOOOOO! Really?!		1
Finally, 1st chance to read the news. Find out what other uncivilized act has been committed toward the destruction of the world		1
I hate how out of the loop I am...		1
Chem test today, calc test tomorrow yay college life		1
El oh el. My dad is too funny sometimes. He knows just what to say to make me feel special.		1
Obviously since Senate Democrats voted "No" four times and didn't come to the negotiating tabe, it's a		1
I get to commute 40 minutes one way today! Woot woot!		1
Two goals for the day: write a paper and learn all the words top an ed sheeran Do song. Seems solid to me lol		1
Ughh doing responsible adult things. Thanks a lot Obama.		1
Oh wow so happy I still can't practice today wow seriously the best day ever wohoooooo		1
I just love going all the way to the shopping center on my own for the next couple hours		1
I thought that was gunna be sumthin good		1
Why do we do so much work in civics		1
Lol bitch can't even make bagel bites		1
My toe shall be out of use for the next 2-3 weeks, this should be fun		1
I would like to thank my mother for giving me her nervousness/anxiety		1
Well that was a productive mentoring class.		1
my favorite days at work are the days when everyone is fighting and nothing is getting done.		1
You do make me laugh		1
THAT'D BE GREAT! THANKS, but no thanks..		1
I love when people resort back to their 5th grade actions		1
Bills vs Browns tonight! Man am I excited!		1
my plan for today is eat nap shower homework....		1
You all be jealous of my great wifi speeds		1
Just because your a freshman, it doesn't mean you get to act like you're cooler than all the middle schoolers.		1
Wow I love when people point out how small my waist is!		1
And what a fantastic day it's gonna be today...		1
Can't contain my excitement...		1
Gunshots at the Capitol building? Gee, what a surprise.		1
Shots fired at Capitol Hill. America is doing very well right now		1
Homework is just tops		1
I'm really digging the early 2000's music selection here at the blood drive		1
Being mean is an attractive trait		1
This is a really great time to be 100% alone		1
Gun shots heard in US....*shocked face*		1
Yay! I'm getting sick again		1
So there was a shooting at the U.S. Capitol... Guess he didn't know it was a "gun free zone"		1
Yeah my life just seems to get better and better everyday!!!		1
Be Jaysus Longford/Offaly ... Been a while		1
Love how I ask my sister to get me some deodorant and and she buys me sainsbury's bloody own!!? 👍😳😱		1
My job description has been extended. I am now supposed to be a mind-reader.		1
How can there be a shooting at the US Capitol?! They have the strictest gun laws among the US?		1
Shots fired on Capitol Hill. Let the stupidity keep going folks. This is just what we needed.		1
I really love it when professors lecture the first fifteen minutes of class on test day -______-		1
I love when I don't have a voice and I have to explain my drawings		1
laptop crashed oh no		1
Want to hear from someone with a great football brain?, tune into to hear Dean Saunders take on the Swansea game		1
LOVE Getting treated like shit 👌		1
This is gonna be the best weekend ever.		1
Then he said my hair has seen better days.... Bryan is just lovely.		1
Yay time for class!		1
My review is fantastic		1
Capital attacked... Maybe the government will open back up...		1
I do love it when you walk past me and act like you don't know me		1
Nice to know you have my back 🙅		1
I just love math		1
The problem with twitter? Never heard of anyone dating as a result of it. It's not really social media then?		1
Sorry for my Unsportsman-like tweet Let me try again. wooh lets go As lets beat the Phenomenal Detroit tigers they are a great team		1
Spilled my pre-workout all over myself- good thing I wasn't in my car or had nice clothes on		1
Shooting at the Capitol? Yeah, there's a shock		1
Hahaha it's cute when guys talk shit to girls		1
The highlight of my day is when i receive my "Today in Compass" email from		1
Well I have pen all over my white pants great!!!		1
Welp, this is cool.		1
Referee is having a stormer in the Swansea game		1
Totally think our school football team could beat england anyday		1
LOL played 3 girls at the same time now . You sure are a man		1
Oh no, Billy The Kid just died.		1
Yayy time to work!		1
Arrived at my psych research study only to find that I need to be 18 to participate. THANKS FOR THE WARNING BEFORE I SIGNED UP		1
You couldn't put in any more effort if you tried...		1
Gunshot near U.S. Capitol.... Oh that's great 😳		1
It's the best when people don't reply!!		1
Bring on the holidays		1
my favorite thing is when people act different around their friends.		1
Listening to a speech on Genetically Modified Organisms... Exactly how i wanted to spend my afternoon.		1
Touched down in FL!!! 🌴		1
Being told that someone wants you dead is just the greatest feeling		1
Oh yeah way start bike week.....		1
I just love coming home to my mother screaming		1
I'm so glad my face is beat red in my license....		1
Nothing better than feeling invisible... 😔		1
when you call me and I hear girls talking in the background, just makes me feel great		1
I just love pop physics quizzes		1
awesause way to end my day.		1
Real shame that the clowns get to be embarrassed on national television this evening		1
Since the government shut down i can't renew my passport meaning i can't go on birthright if i get accepted......AWESOME		1
Because tucking in our shirts will help us in life		1
Nothing better than being a failure! :D		1
Bama doin it big! ... ill be patiently waiting for the sanctions hammer to smash them		1
Feelin pretty great right now.		1
Watching golf with Jonny Miller and now Keith Olberman for baseball...great		1
Wait did Cady ask Aaron or did Aaron ask Cady....????		1
Love when my bf plays FIFA...😒. His raging is out of control.		1
5 days without a single workout and counting. I blame the changing of the seasons.		1
with this whole week. Just keeps getting better..		1
bring US to standstill as they're against the 99% getting healthcare, but of course it's Obama's fault.		1
I'd be worried bout something that's 5 months away too		1
I just love a whole day of sitting and watching dance		1
Ignorance is the way forward...		1
Capitol Hill attack, good thing government is shut down so no one was hurt...		1
Nevermind I like when you treat me like crap!!		1
Yayyy for 25 hours of community service		1
Apparently other people know more about me than I do?		1
Our country's complex problems could be fixed if congress just listened to all these simple solutions people post on facebook		1
Life is about to get real crappy. Yayyy senior year.		1
I have the best luck...		1
A hidden feature in the new iOS is not being able to text. LLLLLove it.		1
sup news crew blocking my road		1
Love getting ignored and long replies me cho		1
Sittin on the side of the road because my work truck blew up. Sweet.		1
wad u wan freddy? im tryna learn..		1
Haha gets better and better like		1
That just put me in a great mood before my game....		1
Another shooting in Washington D.C?! Now I feel wonderful about being in the Army......		1
Love working a 16 hour day		1
signed up for SAT's....		1
I just love my family so freaking much everyone is so nice to me on my freaking birthday it's unfreakingbelievable		1
Dammit man I'm always forever missing the good stuff thanks to that wonderful invention known as homework		1
Cried off my makeup. The puffy, red eyed me is super attractive. 😒		1
and just like that, all of a sudden, im ill. Chest is in fucking agony. Love all that.		1
Another day in paradise at north pem		1
So excited to be back at the doctors office😒...		1
My social life is mint		1
this lady on FB just said my senior photos look a little like Lindsey Lohan.....like... thanks.		1
Two faced ppl are my favvv😊		1
Having a full day of college and then baby sitting till 2 in the morning is my idea of fun		1
There's nothing I love more than coming home and crying my eyes out.		1
totally looking forward to a 5 hour course in yorkton today.		1
I am starving, yet I feel too queasy to eat. makes sense.		1
Always nice when your talking on the phone to your boyfriend and he says you sound like shit...		1
Wrk at 5 can't wait...		1
I think that Iowa State may have a big game today?		1
Thanks for being a true friend		1
Nice...Ontario gave MLSE $500k for NBA All Star game. Money was just laying around anyway; wouldn't be useful for anything else.		1
Buzzing to be at work for 7am in ptown.....		1
Two weeks in a row		1
Love when my car breaks down		1
Love how caring some people are 😋		1
Thank you Republicans for shutting down food/nutrition for needy children in effort to shut down access to healthcare for needy.		1
My stomach is messed up again, that's great.		1
That just makes my day so much better		1
Washington DC has the strictest gun control in the country - yet there was a shooting.		1
So many people told me happy birthday at school today, im glad to see you all care... Not		1
fixing other peoples computers is my favourite thing to do on a Thursday night		1
Love the fact my phones been fucked the whole of today...		1
Had fun playing in the rain earlier.		1
Oh yea David Freese shouldn't be on third base makes sense...		1
Gotta love these hot ass days for bow hunting		1
Great start Brandon 👌		1
Well that was fun... I thoroughly enjoyed being stabbed with needles...		1
I love eating supper alone		1
I just had a revelation. Every one of my friends has been asked to homecoming, and I haven't. Maybe I should work on my people skills.		1
Well this day just keeps get'n dandier &amp; dandier		1
Thanks comcast for letting me know you bill one month in advance. You guys are really great		1
Hmm thanks for trying to make this a good last year		1
Time to take tickets for 2 hours...		1
The highlight of my Thursdays are when Nicks friends break into my house after football to shower		1
i love when people openly stare/talk about my tits, i know they are huge but you're rude as fuck. ✋		1
oh my gosh! all of the Mean Girls references of today being October 3rd are SOOOO not getting old!!!!! :D		1
A Carlos Beltran postseason home run?		1
I have been so busy I completely forgot about What a shame.		1
Couples who have the same haircut. That's cute		1
So glad our family is more important to you. Picture will be super exciting now.		1
good thing wisdom teeth are reallllllly comfortable.		1
AJ Burnett really looks like a class act between his massive chaw and 40 tattoos		1
I love getting attacked by the silk worms....		1
I would really like to see more tweets about the parade		1
Pirates look like a real solid playoff team		1
I love when people copy me..		1
Shocking. Our Betters In Washington, DC have decided that the armed men who protect them from the unwashed masses are essential staff.		1
Perfect day to wear white jeans		1
Really love hearing Lauren and cole fight constantly.		1
Good solid start for the pirates. They can totally come back from a 7-0 hole		1
Well, that was cool 👍 I'm rlly impressed. Haha		1
Nice to see AJ Burnett living up to his clutch ways.		1
Wow happy fucking birthday to me		1
So glad I get to spend my anniversary with the entire football team...		1
I wish my teacher would email me back.. But I guess it's cool		1
Well that's a shocker..		1
The one night I go out of my way to make my dinner... My mom calls and says she's gonna get popeyes. Fml, fantastic timing mom		1
Sleep, gym, university, sleep		1
Yay!!! Major police and Secret service action in DC!!! My best friend goes there in 3 weeks!!!		1
Today's just been wonderful.		1
Well this weekend is off to a great start		1
k thanks bitch. that's what I wanted to talk about. thanks for ruining my night. you're the best.		1
It smells good with a sweaty football player in the car !		1
I have to do laundry today. Fun fun		1
I think its cute that Bay Port wants to have a jaguar theme for tomorrow, its really creative and clever		1
Thanks for inviting me guys! Shows how much you care 😏😏		1
This year jus keeps getting better and better I'm going to have to see a chiropractor for my rib yay		1
Here goes a 5 mile walk.		1
Went to sleep at sunrise, went to class, slept through another class...woke up at sunset		1
I love when I don't get asked if I want to switch schedules with one of my co-workers and they just switch it for me :)		1
Thanks class of 2016 for helping with the float.		1
Two great matches in a row!		1
I love when my parents argue.		1
i love it when i get poison ivy AND poison sumack . nature just loves me.		1
get a whole extra hour in bed tomorrow!		1
Branding cows my favorite thing to do		1
Had to force my little brother to take a car ride with me 😒		1
Keeping busy is really easy when you have a million things that need to get done! Aren't I lucky?		1
Wow GTA online works so good!!!		1
Little athlete is over here sleeping on facetime. How adorable.		1
I love fire drills		1
This cardinals pirates game is a barn burner		1
Please please please tweet more about your problems		1
Can't wait to party all weekend 🍻🎉		1
Ive just been having the best of luck today...		1
The way you flip of the camera frightens me.		1
Don't you just love a good liar?		1
I really hope I'm not waiting oomf time		1
Thank you phone charger for actually charging my phone		1
I love the "what should the Wild wear?" tweets.		1
Kings vs Wild. Just the game I wanted to watch tonight.		1
So was amazing. But of course they made the terrorists right-wing extremists from Kansas.		1
Gee i really apprectiate what you did there		1
Love getting random guys numbers and hugs from them		1
Fluid Mechanics is such an interesting topic to get lectured to for 3 hours		1
So ready for that bus ride to Dallas		1
My peers are so classy		1
She shouldn't talk about herself like that.... That's not very nice....		1
Nice to know you really care....		1
Luckily it was my Wonder Woman Bombshell statue. No biggie.		1
Night in the paramedics tent woooo		1
Just what I wanted to hear from you		1
I love when my mom is in a piss poor mood.		1
Lol!!! I love how my purple bra dyed all my whites purple !!!!! Lol		1
wow my little brothers so nice to me...		1
I almost always have good days at school but right when I get home my day turns upside down!		1
Done working out.. Now it’s time for homemade pizza and a Redd’s strawberry ale.		1
Wow that makes me feel real good.		1
Really all that will happen for my birthday tomorrow is that i'll change my twitter description from 16 to 17..		1
I like Scandal because Huck lays it all on the line		1
What a sweet time to be leaving the military and be a veteran.		1
I really do love fighting with you like it just makes my day so much better..		1
How can we go from being such close friends and now we are complete strangers. I guess it was just a summer fling.		1
Love it when my whole family leaves me home by myself		1
I just love driving in the rain.		1
Being sick is so fun.		1
I just love not getting home till 8:20 every school night 😍		1
My knee brace is going to compliment my Farm Friday outfit so nicely		1
yay for research papers		1
Can't wait to listen to mike mayock all night		1
I have the best luck!		1
Mt brother just tackled me to the ground infront of all his teammates.. thank you nicholas thats exactly what I wanted to do		1
Absolutely love when people judge you and the don't even know you		1
My phone is only out at dinner so I can about you. Super cool. I know.		1
I love coming home from football then doing homework until I go to bed		1
my favorite time of the year on twitter, hockey season......		1
Ohhhh how I love soccer tan lines...		1
I love how this Sociology paper makes complete sense.		1
Why would anyone go to tjs on a Thursday oh wait I did		1
BEAT LA CHANT... how original...		1
Spilled ice cream all over me today. Today was a good day.		1
Brandon fucking Weeden		1
Had a productive day for our project		1
Wow...Weeden miraculously healthy and has his job back with the Hoyer injury.		1
Those sure look impressive!		1
I might get a little silly tonight. Just a little silly.		1
Tired. Nine hour work shift in the morning. Then maybe a five hour shift at night. Tomorrow is going to be fun.		1
I'm going definitely going to need to know transversals and angles when I'm older.		1
So my mom thinks i "may have slight mental issues" thanks alot mom		1
Gravity just seems like an awesome movie		1
Because being the third wheel is a blast.		1
Omg I can swing dance !!		1
Weird how somebody comes up in ur conversation when not even asked for it.		1
Love getting home from a game late and having tons of hw.		1
Shout out to my gov teacher for not giving us our study guides back when we have a test tomorrow		1
AJ!!! Nice job by Evan Gattis on that fly ball		1
This game is going great.		1
I guess you don't care about our friend ship anymore. What a great best friend!		1
I love telling a story and realizing at the end that the person you're talking to wasn't listening/doesn't care.		1
Well that was a nice conversation		1
It's just great how you constantly ditch plans at the last minute, that's my favorite part of your personality		1
Man... Surprised the umps didn't call the 'infield fly' rule on that...		1
Somebody Saïd this we was gonna get our ass whooped		1
Fuck going platinum, I looked at my wrist and it's already platinum....		1
Another night without seeing you. Great 😔		1
No dad really it's ok to take 20 hours to bring home my dinner since ya know I haven't eaten since 2 this afternoon		1
Having 7 kids who have never played a full NHL season helps so much		1
I'm really good at calling hockey games		1
Eliot Johnson coming up big for Atl.		1
Remember when T.O. was a big thing?		1
I love when I try and make plans and get "stood up" .		1
But now I am going to court again Wed to be charged with another		1
Well that went well		1
Hey, I'm glad you were there....		1
i like way the way friends become strangers		1
I love when Kels doesn't text me back.😊😒		1
I love when people text me and not tell me who they are.		1
The fact that I just spent over an hour analyzing the rhetorical effectiveness of "The Runaway Bunny"..damn u Antonio, damn u.		1
Not getting a reply for hours...		1
We need more plastic, celebrity worshipping people in this world!		1
A huge test in every class tomorrow? Oh okay... It's not Friday or anything...		1
I don't like boys with dark skin		1
omg! what a kiss!!		1
I love it when those people i hate gets in trouble. Harhar		1
Looking forward to that 3.5 hours of homework I have		1
It was fun flying onto my back on floor tonight after I did a bad whip... 😒		1
It's really funny how you do that 😒		1
Good thing I picked up Hoyer from the waiver wire this week		1
This team is FUN to watch!		1
Thanks to all the vball girls for drawing on my beautiful car...		1
I'm glad I did all my homework tonight....		1
Dead tired and an early class tomorrow		1
I just love allergies.		1
Glad I know what I'm wearing to a wedding that's two days away 😳		1
my sling is pretty cute though		1
Continuing with Walking Dead...despite that I don't really know why there are Zombies, it's clear we can't be prepared. Oh no.		1
I'm so excited for double gym tomorrow		1
I'm going to have so much fun in my room playing call of duty!		1
Idk maybe I'm just a cheapo		1
6:45am workout 👌		1
Wonder if that was to me.		1
Ha I'm short? a lot shorter than you		1
Once again im glad i got the opportunity to help my team..		1
